# This file is generated by MACS								
# ARGUMENTS LIST:								
# name = GR_Dex_Peaks								
# ChIP-seq file = signal.bed								
# control file = bg.bed								
# effective genome size = 2.70e+09								
# tag size = 25								
# band width = 300								
# model fold = 20								
# pvalue cutoff = 1.00e-10								
"# Ranges for calculating regional lambda are : 1000,5000,10000"								
# d = 67								
chr	start	end	length	summit	tags	something	fold_enrichment	FDR(%)
chr2	127885187	127885618	432	233	102	374.16	14.67	2.36
chr2	127892178	127892607	430	161	131	676.63	23.91	1.01
chr2	127982643	127983053	411	235	49	238.08	11.38	4.52
chr2	128005634	128005923	290	127	27	122.67	16.88	14.31
chr2	128853015	128853486	472	227	61	237.87	8.84	4.52
chr2	129058603	129058966	364	190	54	455.96	37.2	1.83
chr2	130669140	130669634	495	258	116	778.6	26.16	0.9
chr2	131022604	131023039	436	221	66	159.19	8.78	8.67
chr2	131210560	131210809	250	129	20	103.92	13.94	20.81
chr2	131298183	131298578	396	251	127	499.65	13.76	1.69
chr2	131302980	131303334	355	169	54	123.94	7.36	14.07
chr2	132733082	132733933	852	567	177	190.29	4.3	6.51
chr2	132739167	132740198	1032	502	181	131.06	5.58	12.72
chr2	132741973	132742480	508	330	122	173.75	6.47	7.52
chr2	132742571	132743612	1042	658	161	142.55	6.62	10.58
chr2	132745657	132745879	223	131	48	122.08	7.67	14.39
chr2	132745953	132747530	1578	1127	408	557.57	6.65	1.38
chr2	132748977	132750201	1225	917	201	176.28	5	7.44
chr2	132750813	132751362	550	374	136	165.82	5.01	8.15
chr2	132913756	132914102	347	219	50	280.85	16.43	3.37
chr2	133651385	133651527	143	78	14	108.46	19.41	18.85
chr2	133675096	133675397	302	164	48	286.94	25.2	3.32
chr2	133739514	133739970	457	231	82	105.36	6.17	20.15
chr2	133820818	133821124	307	165	27	137.23	17.34	11.62
chr2	133895983	133896361	379	161	36	125.57	9.49	13.81
chr2	133909351	133909696	346	172	105	651.69	26.78	1
chr2	134239842	134240063	222	62	18	120.11	14.56	14.95
chr2	134578174	134578583	410	184	59	445.63	42.01	1.89
chr2	135313747	135314054	308	115	37	286.83	32.35	3.31
chr2	135339389	135339786	398	219	59	433.51	35.02	2.02
chr2	138417172	138417447	276	151	28	126.3	12.2	13.62
chr2	138524910	138525222	313	180	34	251.11	29.12	3.99
chr2	138534243	138534715	473	176	63	171.7	8.13	7.72
chr2	138546215	138546835	621	297	206	921.68	13.98	0.88
chr2	138554098	138554332	235	116	42	311.12	33.54	3.17
chr2	138555833	138556197	365	171	42	299.86	28.09	3.24
chr2	138585032	138585411	380	172	38	215.15	19.75	5.26
chr2	141003599	141003973	375	189	96	1011.78	71.17	0.93
chr2	141117614	141118238	625	204	156	1494.98	96.21	1.15
chr2	141118726	141118907	182	118	19	145.77	24.26	10.12
chr2	141122455	141122607	153	90	17	136.9	22.65	11.71
chr2	141124859	141125281	423	296	53	410.91	25.88	2.11
chr2	141131827	141132039	213	79	16	103.66	17.79	20.97
chr2	141156334	141156589	256	167	24	151.1	23.04	9.58
chr2	143009434	143009647	214	111	20	143.2	21.03	10.47
chr2	143228267	143228552	286	150	37	278.94	31.38	3.38
chr2	143291039	143291266	228	121	19	127.94	16.18	13.34
chr2	143337449	143337967	519	319	128	929.85	26.33	0.89
chr2	143342181	143342747	567	262	240	1143.39	21.84	1.03
chr2	143344699	143345009	311	176	37	138.82	10.53	11.31
chr2	143347352	143347818	467	214	137	494.31	16.26	1.7
chr2	143348305	143348875	571	206	109	269.81	11.11	3.56
chr2	143363484	143363707	224	82	16	100.36	14.56	22.67
chr2	144691922	144692157	236	102	20	135.11	17.79	11.96
chr2	144824113	144824491	379	122	38	163.93	8.94	8.26
chr2	144829020	144829385	366	188	80	734.51	48.78	0.92
chr2	144901141	144901455	315	143	48	413.15	37.2	2.1
chr2	145027309	145027889	581	167	120	1104.64	42.87	1.04
chr2	145133699	145134205	507	308	108	791.49	28	0.91
chr2	145481296	145481661	366	196	41	142.43	12.2	10.62
chr2	145486173	145486703	531	282	124	1117.76	55.04	1.06
chr2	145492568	145493055	488	247	91	150.82	6.88	9.62
chr2	145494657	145495075	419	217	49	199.97	13.44	5.79
chr2	146225612	146225886	275	210	27	156.12	15.1	9.04
chr2	146226270	146226542	273	150	22	107.46	15.18	19.19
chr2	147064135	147064279	145	83	20	176.07	21.03	7.44
chr2	149116877	149117220	344	171	62	201.9	9.5	5.73
chr2	149355645	149355934	290	103	43	123.61	8.13	14.15
chr2	150408803	150409013	211	94	17	113.97	14.56	16.83
chr2	150690326	150690895	570	288	122	603.45	15.77	1.11
chr2	150698305	150698750	446	236	183	1339.37	31.57	1.21
chr2	150699038	150699303	266	161	28	120.22	16.26	14.91
chr2	150700020	150700347	328	168	31	133.46	15.09	12.21
chr2	150730982	150731466	485	204	280	1484.2	22.44	1.13
chr2	150831442	150831668	227	149	21	148.55	22.65	9.87
chr2	150892893	150893253	361	170	38	273.38	38.82	3.5
chr2	150974025	150974365	341	102	76	761.78	63.08	0.92
chr2	151036860	151037575	716	237	113	516.46	24.09	1.53
chr2	151059373	151059662	290	115	23	146.47	21.03	10.05
chr2	151083092	151083291	200	60	16	107.82	21.03	19.06
chr2	151151635	151151908	274	103	29	214	22.65	5.28
chr2	151156794	151157125	332	122	33	232.3	25.88	4.64
chr2	151177705	151178079	375	201	52	387.42	44.72	2.31
chr2	151262428	151262783	356	187	44	342.29	30.73	2.75
chr2	152124985	152125246	262	143	24	141.17	20.01	10.89
chr2	152292740	152292961	222	89	19	125.88	21.48	13.74
chr2	152392928	152393735	808	267	172	103.54	4.9	21.02
chr2	152414585	152414791	207	63	17	115.31	17.79	16.38
chr2	152417842	152418142	301	162	44	340.61	27.1	2.81
chr2	152524008	152524221	214	141	17	112.98	19.41	17.17
chr2	152765277	152765743	467	166	89	294.35	9	3.29
chr2	152872846	152873128	283	161	23	148.75	19.41	9.86
chr2	152959853	152960266	414	261	74	673.76	42.06	1.01
chr2	152969974	152970421	448	182	192	2090.01	100.82	0.98
chr2	152986304	152986628	325	223	39	194.07	17.07	6.2
chr2	153030863	153031074	212	113	38	166.92	12.54	8.07
chr2	153050865	153051112	248	150	20	104.54	13.94	20.54
chr2	153064697	153065121	425	181	46	331.86	32.35	2.85
chr2	154698673	154698932	260	107	21	136.84	17.79	11.74
chr2	154759696	154760005	310	135	28	178.88	23.65	7.33
chr2	154760712	154760935	224	61	19	129.33	16.18	13.01
chr2	157024908	157025167	260	92	46	325.51	28.7	2.96
chr2	157041522	157041824	303	133	24	151.93	19.41	9.49
chr2	157738425	157738911	487	280	127	618.03	20.62	1.11
chr2	158431027	158431254	228	148	17	108.55	14.56	18.76
chr2	158432120	158432363	244	131	24	140.89	15.1	10.93
chr2	158695468	158696065	598	399	118	913.38	29.27	0.87
chr2	158696179	158696590	412	182	82	517.95	35.48	1.54
chr2	158696941	158697229	289	129	44	333.49	31.27	2.84
chr2	158703203	158703478	276	162	24	143.85	18.97	10.34
chr2	159021910	159023137	1228	205	272	148.07	4.4	9.93
chr2	159774672	159775003	332	174	34	133.67	14.14	12.18
chr2	160511181	160511448	268	97	27	195.1	35.59	6.12
chr2	160772808	160773205	398	212	57	113.42	6.8	16.99
chr2	160773628	160773884	257	134	56	297.87	16.26	3.22
chr2	160779395	160779748	354	87	65	177.21	9.17	7.44
chr2	160786436	160786899	464	162	113	216.3	6.89	5.18
chr2	160792758	160793231	474	258	91	543.65	27.57	1.4
chr2	160793289	160793737	449	249	125	951.06	38.04	0.92
chr2	160982506	160982895	390	228	55	335.25	22	2.82
chr2	161047462	161047828	367	241	69	644.47	56.61	0.99
chr2	161148076	161148316	241	132	28	130.54	12.57	12.84
chr2	161231151	161231467	317	99	33	169.47	13.39	7.89
chr2	161357596	161357919	324	157	35	244.21	23.65	4.32
chr2	161434128	161434566	439	188	83	573.48	28	1.2
chr2	161435739	161436257	519	275	142	1417.81	92.14	1.14
chr2	161793672	161793935	264	116	26	186.15	24.26	6.79
chr2	161905975	161906152	178	109	21	119.62	12.65	15.13
chr2	162594068	162594332	265	142	22	144.97	17.79	10.2
chr2	163147195	163147525	331	147	39	184.16	15.49	6.85
chr2	163738422	163738671	250	95	20	123.08	16.26	14.22
chr2	164223970	164224270	301	183	50	447.48	48.53	1.87
chr2	164232309	164232750	442	205	93	517.1	21.49	1.54
chr2	165390848	165391324	477	253	107	985.7	55.56	0.9
chr2	165520179	165520548	370	195	86	513.06	29.04	1.55
chr2	168074294	168074637	344	140	36	143.42	12.73	10.43
chr2	168123074	168123337	264	155	21	135.54	24.26	11.9
chr2	168724395	168724764	370	223	36	248.5	25.88	4.13
chr2	168843212	168843666	455	259	63	510.21	32.35	1.56
chr2	168996479	168996663	185	92	17	115.62	18.87	16.27
chr2	169014958	169015258	301	183	32	234.68	27.5	4.6
chr2	169047052	169047385	334	182	36	250.3	20.7	4.06
chr2	169091581	169091780	200	119	16	107.82	14.56	19.06
chr2	169110245	169110934	690	365	176	1445.15	48.78	1.08
chr2	169123871	169124188	318	148	36	270.81	38.82	3.57
chr2	169204194	169204639	446	222	67	563.76	37.2	1.34
chr2	169366966	169367558	593	399	106	339.86	10.48	2.8
chr2	169575357	169575613	257	174	21	137.84	16.18	11.51
chr2	169576864	169577349	486	200	146	1267.11	53.3	1.11
chr2	169590761	169591188	428	285	46	330.55	22.65	2.84
chr2	169634237	169634435	199	134	16	101.03	17.42	22.36
chr2	169656962	169657240	279	107	45	394.85	44.2	2.24
chr2	170456261	170456501	241	137	25	175.8	22.17	7.48
chr2	170568189	170568401	213	113	17	113.31	17.79	17.05
chr2	170594805	170595114	310	144	24	149.72	27.5	9.75
chr2	170719640	170720015	376	166	49	345.74	29.92	2.67
chr2	170872800	170873061	262	147	26	186.97	30.73	6.75
chr2	171094986	171095348	363	138	70	660.91	67.94	0.98
chr2	172055432	172055699	268	132	47	414.94	41.39	2.11
chr2	173011974	173012288	315	165	37	140.99	12.65	10.93
chr2	173014973	173015378	406	146	63	214.77	9.41	5.26
chr2	173038445	173038719	275	147	28	143.99	12.43	10.34
chr2	173128341	173129524	1184	410	257	161.62	5.54	8.45
chr2	173245145	173245482	338	188	32	163.75	15.64	8.28
chr2	173568865	173569147	283	146	31	147.03	13.01	10.03
chr2	173574878	173575205	328	185	39	206.8	20.55	5.58
chr2	173575949	173576483	535	348	82	164.75	9.13	8.23
chr2	173610546	173611198	653	515	82	557.47	31.73	1.38
chr2	173621855	173622131	277	99	42	185.95	13.46	6.81
chr2	173622185	173622658	474	328	70	319.67	11.88	3
chr2	173661141	173661460	320	154	28	116.28	11.98	16.02
chr2	173674772	173674999	228	81	19	127.94	19.41	13.34
chr2	173778325	173778676	352	153	128	1530.99	90.58	1.09
chr2	173972205	173972546	342	174	35	217.41	20.65	5.17
chr2	174004986	174005298	313	210	104	978.13	65.04	0.95
chr2	174204157	174204426	270	128	29	215.76	32.35	5.22
chr2	174217230	174217478	249	93	20	110.05	15.01	18.2
chr2	174231359	174231622	264	169	36	152.33	10.45	9.44
chr2	174901223	174902017	795	478	150	419.03	9.2	2.09
chr2	175179262	175179614	353	175	91	578.8	31.94	1.16
chr2	175187274	175187686	413	229	55	187.32	8.87	6.76
chr2	175409558	175409955	398	171	76	712.35	77.64	1
chr2	175601068	175601422	355	156	47	247.88	17.07	4.17
chr2	176960997	176961271	275	116	26	174.17	19.57	7.53
chr2	177824975	177825434	460	318	47	178.27	12.73	7.38
chr2	178598830	178599082	253	187	25	127.47	12.43	13.37
chr2	178855081	178855388	308	135	27	118.26	14.45	15.5
chr2	178936315	178936566	252	144	26	136.24	11.48	11.82
chr2	179482588	179482900	313	128	33	240.26	32.35	4.45
chr2	179482911	179483293	383	204	37	253.78	21.03	3.92
chr2	179677394	179678128	735	424	173	1502.01	66.2	1.16
chr2	179679592	179679967	376	136	65	461.19	30.49	1.83
chr2	179680791	179681307	517	153	69	546.21	45.29	1.4
chr2	179686828	179687069	242	66	33	275.49	27.5	3.49
chr2	179791915	179792251	337	158	34	170	14.35	7.84
chr2	180527019	180527370	352	178	39	288.22	29.12	3.28
chr2	180862646	180862966	321	149	31	215.76	27.5	5.22
chr2	181295546	181295852	307	186	28	179.97	19.22	7.22
chr2	181303884	181304500	617	485	136	1336.71	69.55	1.21
chr2	181481275	181481553	279	86	23	150.08	17.79	9.71
chr2	181609513	181609698	186	97	16	100.94	14.91	22.41
chr2	182897496	182898002	507	156	88	721.35	39.3	0.97
chr2	182939549	182940024	476	301	97	584.61	24.39	1.17
chr2	182945560	182946043	484	308	85	452.3	18.86	1.86
chr2	183095412	183095799	388	207	48	307.15	24.39	3.21
chr2	183131655	183131925	271	90	26	183.36	19.41	6.98
chr2	183489027	183489748	722	581	219	2430.46	100.29	1.12
chr2	186156443	186156671	229	74	21	119.57	15.1	15.12
chr2	187106653	187107066	414	233	59	486.27	46.91	1.69
chr2	187117111	187117559	449	193	55	420.49	29.12	2.09
chr2	188100296	188100591	296	157	26	147.16	15.01	10.01
chr2	188103018	188103324	307	156	34	148.93	12.57	9.84
chr2	188114538	188115119	582	341	229	903.45	21.06	0.86
chr2	188120302	188120759	458	247	99	807.07	53.12	0.93
chr2	188143338	188143573	236	134	22	155.44	27.5	9.13
chr2	188497380	188497645	266	145	26	185.35	27.5	6.82
chr2	188853735	188854131	397	245	43	195.59	10.57	6.09
chr2	189051716	189051940	225	137	16	100.07	14.56	22.76
chr2	189146365	189146738	374	173	109	1123.42	81.3	1.07
chr2	189171544	189171881	338	175	89	950.53	95.44	0.92
chr2	189172148	189172455	308	163	29	200.08	19.41	5.8
chr2	189202922	189203211	290	180	28	102.62	9.49	21.61
chr2	189229291	189229713	423	171	81	758.56	51.76	0.91
chr2	189633126	189633346	221	115	24	183.04	29.12	7.01
chr2	189674974	189675303	330	162	34	243.73	29.12	4.33
chr2	189786314	189786521	208	108	21	111.46	12.43	17.63
chr2	189790398	189790911	514	262	68	193.98	7.7	6.21
chr2	189806563	189806821	259	102	26	188.2	21.03	6.67
chr2	189849379	189849602	224	129	21	121.42	18.58	14.58
chr2	189910617	189911040	424	256	61	504.38	50.14	1.6
chr2	189923487	189923846	360	195	34	207.46	25.75	5.51
chr2	189984957	189985287	331	136	66	584.81	44.72	1.14
chr2	190095659	190095994	336	175	32	140.62	11.98	10.97
chr2	190916094	190917252	1159	162	201	312.05	5.35	3.17
chr2	190998223	190998476	254	154	24	169.2	22.65	7.89
chr2	191041021	191041389	369	177	53	402.1	36.59	2.16
chr2	191042165	191042469	305	181	24	102.32	9.57	21.75
chr2	191050831	191051091	261	108	29	209.05	28.09	5.47
chr2	191072304	191072767	464	101	116	1161.45	57.65	1.05
chr2	191073023	191073412	390	255	35	115.62	8.13	16.27
chr2	191074724	191075080	357	180	34	184.19	21.46	6.85
chr2	191151430	191152097	668	331	207	534.64	6.89	1.43
chr2	191181009	191181249	241	85	36	191.45	16.26	6.4
chr2	191214360	191214750	391	218	70	487.77	27.74	1.7
chr2	191419736	191420116	381	256	38	170.41	12.84	7.78
chr2	191512023	191512297	275	179	33	257.9	24.26	3.8
chr2	191521785	191522029	245	107	28	138.93	14.63	11.3
chr2	191532985	191533209	225	110	36	244.41	22.96	4.3
chr2	191614623	191615219	597	247	246	1660.97	26.27	1.14
chr2	191622654	191623462	809	247	157	789.22	21.31	0.91
chr2	191744685	191745066	382	214	43	166.55	8.46	8.1
chr2	191751074	191751435	362	217	104	862.74	49.12	0.96
chr2	191751694	191752338	645	207	153	700.45	13.82	0.98
chr2	191955898	191956165	268	150	24	119.53	15.24	15.14
chr2	191984536	191984826	291	130	36	284.02	35.59	3.34
chr2	192219483	192219785	303	165	29	148.39	17.28	9.91
chr2	192251601	192251961	361	149	71	116.6	7.16	15.97
chr2	192419345	192420520	1176	819	212	607.7	18.58	1.12
chr2	192439661	192440382	722	350	267	1741.78	25.49	0.83
chr2	192440426	192440767	342	223	31	152.49	12.35	9.43
chr2	192467848	192468161	314	190	45	377.19	43.67	2.34
chr2	195611156	195611503	348	173	43	334.95	33.97	2.82
chr2	195891906	195892467	562	345	162	1770.27	126.17	0.85
chr2	195895325	195895722	398	138	39	206.79	16.26	5.59
chr2	195936209	195936832	624	465	65	399.97	33.32	2.23
chr2	196093558	196094175	618	148	135	396.28	11.58	2.23
chr2	196117430	196117666	237	113	23	122.4	15.24	14.36
chr2	196510216	196510446	231	166	43	408.67	38.82	2.16
chr2	196652078	196652277	200	62	16	107.82	19.41	19.06
chr2	196686423	196686773	351	194	50	415.4	45.29	2.11
chr2	196779866	196780180	315	161	27	177.26	21.03	7.44
chr2	196820244	196820557	314	66	42	341.44	27.5	2.76
chr2	196832757	196833025	269	129	29	142.52	11.98	10.6
chr2	196833137	196833502	366	172	107	876.65	34.15	0.89
chr2	196848837	196849257	421	177	46	300.69	17.62	3.22
chr2	197174334	197174738	405	130	53	143.81	6.1	10.36
chr2	197681843	197682135	293	145	28	195.54	24.26	6.11
chr2	197694994	197695281	288	151	22	137.53	24.26	11.53
chr2	197731721	197732110	390	229	32	151.08	13.01	9.57
chr2	197783459	197783758	300	173	30	165.53	18.43	8.18
chr2	197842703	197843139	437	213	90	854.75	57.85	0.95
chr2	197859938	197860631	694	160	155	1229.82	48.78	1.07
chr2	198144864	198145224	361	218	42	156.47	12.05	9.02
chr2	198186404	198186896	493	194	103	725.34	30.81	0.9
chr2	200265963	200266189	227	96	23	152.81	17.62	9.39
chr2	200551022	200551297	276	141	21	110.26	17.51	18.1
chr2	200650063	200650515	453	236	76	671.24	45.29	1
chr2	200703836	200704158	323	233	46	223.8	14.23	4.86
chr2	200729519	200729735	217	109	28	209.74	27.1	5.46
chr2	200873209	200874344	1136	886	225	1302.39	35.23	1.16
chr2	200940226	200940424	199	107	23	178.03	24.78	7.39
chr2	200984801	200985104	304	133	25	161.3	19.41	8.48
chr2	201052581	201053341	761	163	95	369.16	15.64	2.41
chr2	201163116	201163486	371	85	44	295.76	20.81	3.3
chr2	201165379	201165682	304	154	32	146.44	13.82	10.04
chr2	201173548	201173818	271	182	26	156.27	16.26	9.03
chr2	201188293	201188568	276	116	37	264.4	21.26	3.66
chr2	201192143	201192572	430	291	72	362.23	16.89	2.53
chr2	201197602	201198026	425	261	218	2475.45	79.27	0.88
chr2	201235667	201236142	476	195	70	375.1	16.26	2.33
chr2	201251296	201251560	265	119	26	164.37	21.15	8.23
chr2	201321088	201321707	620	370	111	197.32	5.5	5.97
chr2	201338124	201338909	786	669	107	208.2	6.06	5.5
chr2	201350280	201350622	343	174	33	108.67	10.63	18.68
chr2	201359384	201359688	305	177	30	151.83	14.69	9.5
chr2	201360352	201360747	396	197	45	195.99	14.78	6.06
chr2	201368125	201368488	364	196	61	301.23	19.27	3.23
chr2	201689046	201689993	948	793	139	130.93	4.07	12.73
chr2	201691253	201691967	715	401	100	144.47	6.19	10.28
chr2	201696857	201697292	436	232	134	1092.46	44.14	1.02
chr2	201699738	201700099	362	175	45	218.91	23.23	5.1
chr2	201722079	201722420	342	166	54	372.44	28.14	2.35
chr2	201722709	201723078	370	183	40	168.75	13.3	7.9
chr2	202605794	202606136	343	79	48	109.21	8.85	18.51
chr2	202700530	202700783	254	103	22	148.78	19.41	9.86
chr2	203129194	203129529	336	183	47	277.22	22.58	3.4
chr2	203376991	203377192	202	66	21	158.75	22.65	8.71
chr2	204117512	204117912	401	215	65	461.23	35.77	1.81
chr2	204151688	204152075	388	251	47	357.48	28.7	2.54
chr2	204222780	204223076	297	117	34	216.6	20.33	5.18
chr2	204229588	204229853	266	123	23	101.88	9.94	21.94
chr2	204316568	204316828	261	123	24	166.52	22.65	8.12
chr2	204384497	204384895	399	176	106	526.55	22.61	1.46
chr2	206273424	206274057	634	457	99	274.05	9.03	3.5
chr2	206291946	206292345	400	212	42	171.89	11.83	7.7
chr2	206299391	206299851	461	158	61	346.14	23.1	2.65
chr2	206307362	206307911	550	203	97	500.37	18.76	1.66
chr2	206321621	206322088	468	281	97	461.26	17.7	1.81
chr2	206327794	206328181	388	211	60	199.24	10.84	5.84
chr2	206341789	206342132	344	236	45	254.41	18.07	3.92
chr2	206344614	206344947	334	151	26	103.1	11.74	21.31
chr2	206786340	206786643	304	158	27	181.16	24.26	7.2
chr2	207396167	207396455	289	148	28	197.11	27.5	6
chr2	207556402	207556775	374	175	55	403.77	33.77	2.13
chr2	207706811	207707475	665	236	193	1840.59	82.47	0.77
chr2	207716563	207716899	337	143	30	144.61	12.2	10.25
chr2	207737098	207737628	531	213	200	1000.72	25.75	0.92
chr2	207812001	207812539	539	324	95	590.65	26.28	1.12
chr2	207831409	207832048	640	217	202	438.87	9.73	1.97
chr2	207884956	207885275	320	185	39	267.46	27.1	3.58
chr2	207903860	207904205	346	142	64	270.19	14	3.57
chr2	207967302	207967594	293	177	29	100.12	9.38	22.76
chr2	207967791	207968274	484	328	48	105.72	7.23	19.94
chr2	208307282	208307510	229	137	20	123.13	16.26	14.22
chr2	208355215	208355471	257	123	38	148.39	10.84	9.91
chr2	208365151	208365559	409	204	53	160.47	10.39	8.57
chr2	208418099	208418481	383	178	92	846.53	51.28	0.94
chr2	208420727	208421181	455	235	81	462.28	21.92	1.79
chr2	208745118	208745310	193	111	15	100.36	16.18	22.67
chr2	208826985	208827504	520	214	82	155.35	5.86	9.13
chr2	209941909	209942246	338	162	38	232.71	18.58	4.64
chr2	210045937	210046245	309	136	59	558.36	43.67	1.35
chr2	210046912	210047117	206	83	17	103.32	14.91	21.21
chr2	210068825	210069346	522	206	161	1580.78	65.04	1.15
chr2	210074607	210074870	264	75	24	156.57	17.74	9.01
chr2	210743182	210743529	348	70	35	126.5	9.25	13.62
chr2	211114288	211114648	361	139	68	585.71	44.72	1.14
chr2	211121773	211122307	535	242	157	479.92	10.06	1.7
chr2	211126433	211126722	290	132	51	410.24	40.65	2.1
chr2	211981374	211981842	469	183	93	880.89	61.47	0.89
chr2	213811909	213812285	377	157	51	412.35	29.12	2.09
chr2	213889470	213889748	279	106	22	140.36	16.18	10.98
chr2	214676530	214676891	362	245	37	262.27	25.88	3.71
chr2	215863980	215864268	289	172	33	251.11	24.26	3.99
chr2	215990333	215990875	543	348	83	541.98	24.39	1.39
chr2	215991565	215991881	317	144	46	242.36	16.26	4.39
chr2	216033633	216034043	411	276	53	417.18	29.12	2.08
chr2	216071353	216071784	432	215	131	1115.28	43.65	1.05
chr2	216101530	216101913	384	144	81	731.35	52.85	0.91
chr2	216152804	216153018	215	138	24	185.8	25.88	6.8
chr2	216192011	216192308	298	140	30	133.31	13.82	12.24
chr2	216193094	216193360	267	101	47	164.73	10.97	8.24
chr2	216197320	216197606	287	125	29	114.9	10.6	16.54
chr2	216295222	216295674	453	280	101	1004.22	74.41	0.93
chr2	216301440	216301736	297	135	22	106.17	12.78	19.7
chr2	216344932	216345313	382	209	43	149.34	11.03	9.8
chr2	216366725	216367407	683	196	104	318.85	7.32	3.03
chr2	216372263	216372456	194	70	16	109.85	21.03	18.29
chr2	216384829	216385203	375	161	62	548.13	38.82	1.35
chr2	216406901	216407137	237	105	33	223.82	21.68	4.85
chr2	216416537	216416958	422	245	110	922.21	36.35	0.89
chr2	216421743	216422120	378	253	33	163.04	14.09	8.33
chr2	216630903	216631175	273	123	33	104.16	7.65	20.68
chr2	217108260	217108737	478	290	199	1514.91	44.21	1.07
chr2	217124131	217124426	296	119	28	145.33	15.64	10.17
chr2	217210047	217210437	391	179	58	127.64	6.14	13.36
chr2	217256899	217257289	391	118	73	376.65	15.68	2.33
chr2	217507101	217507510	410	246	115	876.08	36.22	0.93
chr2	217622426	217622642	217	109	50	392.09	33.06	2.29
chr2	217822844	217823117	274	135	22	101.74	12.2	22.04
chr2	217904446	217905004	559	402	74	165.13	7.07	8.18
chr2	217913194	217913399	206	94	16	105.87	16.18	19.86
chr2	217960693	217961351	659	476	131	248.82	7.59	4.09
chr2	218226247	218226771	525	209	117	419.71	12.03	2.09
chr2	218229618	218229954	337	178	66	441.81	28.46	1.92
chr2	218256561	218256975	415	256	36	175.44	11.92	7.49
chr2	218258266	218258552	287	101	38	203.9	18.7	5.67
chr2	218260695	218261138	444	206	126	1206.46	76.59	1.04
chr2	218264970	218265493	524	293	91	439.83	15.68	1.98
chr2	218407035	218407369	335	102	31	131.64	10.95	12.64
chr2	218410033	218410470	438	271	85	459.77	18.67	1.85
chr2	218423325	218423688	364	222	94	370.41	14.73	2.4
chr2	218475391	218476327	937	622	316	759.28	9.6	0.91
chr2	218478377	218478764	388	203	52	188.73	11.95	6.61
chr2	218507209	218507688	480	295	57	127.44	7.74	13.38
chr2	218576921	218577523	603	265	182	883.33	19.37	0.9
chr2	218590753	218591019	267	98	55	342.67	21.68	2.74
chr2	218930812	218931083	272	184	25	105.28	10.57	20.18
chr2	218980045	218980522	478	216	139	612.05	20.8	1.13
chr2	219017609	219018027	419	66	47	121.82	5.87	14.42
chr2	219354012	219354287	276	130	22	120.07	12.7	14.95
chr2	219389426	219389860	435	165	53	270.72	22.25	3.57
chr2	219537066	219537622	557	335	128	697.23	21.51	0.97
chr2	219568984	219569499	516	302	213	919.2	16.04	0.88
chr2	219698126	219698661	536	189	160	1029.48	27.8	0.95
chr2	219699470	219699988	519	359	125	980.53	53.9	0.95
chr2	219733101	219733809	709	137	148	203.19	8.39	5.7
chr2	219850591	219850945	355	135	59	113.8	6.5	16.88
chr2	220014277	220014874	598	167	101	228.87	10.84	4.74
chr2	220025592	220026111	520	120	92	484.92	24.33	1.69
chr2	220803627	220803855	229	72	28	199.74	26.23	5.8
chr2	222183670	222183881	212	146	25	180.05	20.33	7.22
chr2	222516081	222516518	438	189	66	556.52	40.44	1.37
chr2	223025425	223025860	436	201	96	817.96	45.3	0.94
chr2	223306938	223307268	331	181	38	215.82	18.29	5.22
chr2	223309916	223310217	302	150	34	256.12	30.73	3.85
chr2	223329899	223330375	477	221	141	1453.88	89.43	1.09
chr2	223359193	223359411	219	75	19	101.43	12.09	22.14
chr2	223361028	223361484	457	168	150	1153.43	29.27	1.04
chr2	223364909	223365387	479	209	259	3035.46	110.87	1.02
chr2	223368958	223369343	386	129	45	276	19.47	3.46
chr2	223369472	223370134	663	444	233	1670.77	39.57	1.02
chr2	223410736	223411168	433	166	63	361.36	18.83	2.53
chr2	223419853	223420225	373	169	51	331.42	26.02	2.85
chr2	223580564	223580876	313	158	25	153.02	19.94	9.35
chr2	223614551	223614795	245	110	28	115.52	10.41	16.32
chr2	223672892	223673332	441	176	85	574.9	30.81	1.21
chr2	223803218	223803682	465	187	97	938.32	63.08	0.9
chr2	224038759	224039109	351	183	60	220.16	9.17	5.01
chr2	224061861	224062100	240	160	21	135.99	17.74	11.81
chr2	224167248	224167541	294	104	35	271.13	25.88	3.56
chr2	224272518	224272808	291	114	101	824.37	35.23	0.95
chr2	224298488	224298947	460	215	144	283.14	8.34	3.34
chr2	224317513	224317846	334	253	33	207.86	16.26	5.51
chr2	224332753	224333017	265	149	23	131.08	18.76	12.72
chr2	224333027	224333426	400	201	74	561.84	40.11	1.36
chr2	224333748	224334067	320	154	44	189.72	12.65	6.52
chr2	224387106	224387497	392	191	145	1455.65	70.12	1.09
chr2	224392023	224392251	229	91	18	108.6	15.69	18.72
chr2	224429417	224429733	317	143	45	233.69	20.7	4.64
chr2	224523782	224524166	385	110	42	303.65	28.7	3.24
chr2	224530119	224530601	483	243	115	136.36	6.2	11.78
chr2	224596182	224596431	250	135	21	112.3	15.1	17.4
chr2	224718836	224719104	269	83	27	184.71	16.26	6.83
chr2	224753555	224753886	332	144	81	705.17	46.61	0.98
chr2	224774666	224774866	201	94	17	105.02	13.55	20.35
chr2	224841539	224841733	195	64	18	100.4	13.01	22.66
chr2	225457118	225457633	516	251	66	423.53	23.23	2.07
chr2	225482962	225483266	305	133	30	136.46	14.55	11.78
