"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","experiment.time","id","values","Dexamethasone","Treatment"
"279",176,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34107,"28300",FALSE,"Water"
"280",176,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34135,"2480,2330,2430,2690,2170",FALSE,"Water"
"281",183,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34155,"29100",FALSE,"Water"
"282",183,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34200,"2950,2830,3100,2870,2960",FALSE,"Water"
"283",184,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34226,"183,93,70,58,47,20,20,20,20",FALSE,"Water"
"284",183,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34543,"3740",FALSE,"Water"
"285",183,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34544,"24310",FALSE,"Water"
"286",176,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34754,"3320",FALSE,"Water"
"287",176,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34755,"24420",FALSE,"Water"
"288",190,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36517,"28300",FALSE,"Water"
"289",190,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36553,"3740",FALSE,"Water"
"290",190,TRUE,"C57BL/6J","",NA,"M","+/+",3044,200,8079,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36554,"24250",FALSE,"Water"
"291",149,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29275,"31500",FALSE,"Water"
"292",149,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29365,"2390,2600,2930,2940,2850",FALSE,"Water"
"293",149,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29539,"1850",FALSE,"Water"
"294",149,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29541,"29070",FALSE,"Water"
"295",155,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",29991,"1950,1830,1600,2080,2470",FALSE,"Water"
"296",155,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30082,"2060",FALSE,"Water"
"297",155,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30083,"28780",FALSE,"Water"
"298",155,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30118,"31500",FALSE,"Water"
"299",162,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31256,"31800",FALSE,"Water"
"300",162,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31316,"1890",FALSE,"Water"
"301",162,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31317,"29220",FALSE,"Water"
"302",162,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31460,"3220,3110,3020,3210,2610",FALSE,"Water"
"303",169,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32246,"31600",FALSE,"Water"
"304",169,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32274,"2730,2960,2970,2940,2660",FALSE,"Water"
"305",169,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32311,"2030",FALSE,"Water"
"306",169,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32312,"28840",FALSE,"Water"
"307",177,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33962,"161,91,84,80,64,50,52,61,0",FALSE,"Water"
"308",176,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34108,"30800",FALSE,"Water"
"309",176,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34136,"2210,2780,2150,2130,2330",FALSE,"Water"
"310",183,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34156,"31600",FALSE,"Water"
"311",183,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34201,"2760,2960,2980,2680,2340",FALSE,"Water"
"312",184,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34224,"161,72,60,52,40,54,23",FALSE,"Water"
"313",183,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34537,"2300",FALSE,"Water"
"314",183,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34538,"28110",FALSE,"Water"
"315",176,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34752,"2000",FALSE,"Water"
"316",176,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34753,"28060",FALSE,"Water"
"317",190,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36518,"31600",FALSE,"Water"
"318",190,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36551,"2270",FALSE,"Water"
"319",190,TRUE,"C57BL/6J","",NA,"M","+/+",3045,200,8080,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36552,"28240",FALSE,"Water"
"320",149,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29273,"27800",FALSE,"Water"
"321",149,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29366,"3280,2960,3080,2440,3000",FALSE,"Water"
"322",149,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29531,"2880",FALSE,"Water"
"323",149,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29532,"24300",FALSE,"Water"
"324",155,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",29993,"1610,1980,2480,2260,1990",FALSE,"Water"
"325",155,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30084,"2340",FALSE,"Water"
"326",155,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30085,"24530",FALSE,"Water"
"327",155,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30120,"27900",FALSE,"Water"
"328",162,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31257,"28000",FALSE,"Water"
"329",162,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31318,"2760",FALSE,"Water"
"330",162,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31319,"24640",FALSE,"Water"
"331",162,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31461,"2660,3250,3100,2360,2700",FALSE,"Water"
"332",169,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32247,"28600",FALSE,"Water"
"333",169,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32275,"2800,2620,2460,2120,1820",FALSE,"Water"
"334",169,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32303,"3460",FALSE,"Water"
"335",169,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32305,"24380",FALSE,"Water"
"336",177,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33964,"142,115,90,97,98,133,129,153,0",FALSE,"Water"
"337",176,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34109,"27700",FALSE,"Water"
"338",176,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34140,"2340,2660,3270,1880,1920",FALSE,"Water"
"339",183,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34157,"28800",FALSE,"Water"
"340",183,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34202,"2700,3160,2850,2730,2230",FALSE,"Water"
"341",184,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34225,"142,69,79,58,38,28,32,52,68",FALSE,"Water"
"342",183,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34541,"3500",FALSE,"Water"
"343",183,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34542,"24220",FALSE,"Water"
"344",176,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34756,"3100",FALSE,"Water"
"345",176,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34757,"23940",FALSE,"Water"
"346",190,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36519,"28400",FALSE,"Water"
"347",190,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36555,"3640",FALSE,"Water"
"348",190,TRUE,"C57BL/6J","",NA,"M","+/+",3046,200,8081,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36556,"24000",FALSE,"Water"
"349",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29277,"26100",TRUE,"Dexamethasone"
"350",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29288,"2770,3150,2600,2410,2410",TRUE,"Dexamethasone"
"351",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29547,"2330",TRUE,"Dexamethasone"
"352",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29548,"23230",TRUE,"Dexamethasone"
"353",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",29995,"2100,1510,1840,1720,1790",TRUE,"Dexamethasone"
"354",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30086,"2040",TRUE,"Dexamethasone"
"355",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30087,"21400",TRUE,"Dexamethasone"
"356",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30122,"24300",TRUE,"Dexamethasone"
"357",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31258,"23600",TRUE,"Dexamethasone"
"358",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31320,"2160",TRUE,"Dexamethasone"
"359",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31321,"20880",TRUE,"Dexamethasone"
"360",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31350,"1650,1890,1540,2080,1520",TRUE,"Dexamethasone"
"361",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32248,"23100",TRUE,"Dexamethasone"
"362",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32267,"1850,1970,2050,1950,1870",TRUE,"Dexamethasone"
"363",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32319,"1950",TRUE,"Dexamethasone"
"364",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32320,"20630",TRUE,"Dexamethasone"
"365",177,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33969,"89,100,69,75,82,83,89,0,88",TRUE,"Dexamethasone"
"366",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34110,"22500",TRUE,"Dexamethasone"
"367",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34128,"1520,2450,2140,1870,1500",TRUE,"Dexamethasone"
"368",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34158,"23100",TRUE,"Dexamethasone"
"369",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34203,"2920,3240,3100,3060,2790",TRUE,"Dexamethasone"
"370",184,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34227,"112,66,57,42,54,52,43,54,52",TRUE,"Dexamethasone"
"371",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34547,"2390",TRUE,"Dexamethasone"
"372",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34548,"20140",TRUE,"Dexamethasone"
"373",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34762,"1880",TRUE,"Dexamethasone"
"374",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34763,"20060",TRUE,"Dexamethasone"
"375",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36520,"22900",TRUE,"Dexamethasone"
"376",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36557,"2480",TRUE,"Dexamethasone"
"377",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3047,191,8082,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36558,"20160",TRUE,"Dexamethasone"
"378",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29278,"31300",TRUE,"Dexamethasone"
"379",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29290,"3070,3430,3020,2470,2300",TRUE,"Dexamethasone"
"380",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29551,"1550",TRUE,"Dexamethasone"
"381",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29552,"29090",TRUE,"Dexamethasone"
"382",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",29997,"1910,1750,2450,2000,1860",TRUE,"Dexamethasone"
"383",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30088,"2440",TRUE,"Dexamethasone"
"384",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30089,"26530",TRUE,"Dexamethasone"
"385",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30124,"29900",TRUE,"Dexamethasone"
"386",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31259,"29200",TRUE,"Dexamethasone"
"387",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31322,"2100",TRUE,"Dexamethasone"
"388",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31323,"26420",TRUE,"Dexamethasone"
"389",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31348,"1420,2220,1910,1750,1810",TRUE,"Dexamethasone"
"390",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32249,"28400",TRUE,"Dexamethasone"
"391",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Grip Strength (4 Paw)","2015-03-31","fed","15:30:00",32265,"2420,2570,2580,1820,1950",TRUE,"Dexamethasone"
"392",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Total Fat Mass","2015-03-31","fed","15:30:00",32315,"2170",TRUE,"Dexamethasone"
"393",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Lean Mass","2015-03-31","fed","15:30:00",32316,"25960",TRUE,"Dexamethasone"
"394",177,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Plasma Glucose","2015-04-08","fasted","14:30:00",33972,"146,78,95,91,80,76,82,0,65",TRUE,"Dexamethasone"
"395",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Body Weight","2015-04-07","fed",NA,34111,"27500",TRUE,"Dexamethasone"
"396",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Grip Strength (4 Paw)","2015-04-07","fed",NA,34126,"1820,2050,2410,2410,1660",TRUE,"Dexamethasone"
"397",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Body Weight","2015-04-14","fed",NA,34159,"27400",TRUE,"Dexamethasone"
"398",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Grip Strength (4 Paw)","2015-04-14","fed",NA,34204,"2600,3230,3470,3120,3540",TRUE,"Dexamethasone"
"399",184,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Plasma Glucose","2015-04-15","fasted","14:30:00",34230,"144,63,56,34,23,34,24",TRUE,"Dexamethasone"
"400",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Total Fat Mass","2015-04-14","fed",NA,34549,"2220",TRUE,"Dexamethasone"
"401",183,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Lean Mass","2015-04-14","fed",NA,34550,"24440",TRUE,"Dexamethasone"
"402",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Total Fat Mass","2015-04-07","fed","15:15:00",34758,"1970",TRUE,"Dexamethasone"
"403",176,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Lean Mass","2015-04-07","fed","15:15:00",34759,"25010",TRUE,"Dexamethasone"
"404",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Body Weight","2015-04-21","fed",NA,36521,"26700",TRUE,"Dexamethasone"
"405",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Total Fat Mass","2015-04-21","fed",NA,36561,"1910",TRUE,"Dexamethasone"
"406",190,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3048,191,8083,"C57BL/6J","Lean Mass","2015-04-21","fed",NA,36562,"24490",TRUE,"Dexamethasone"
"407",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Body Weight","2015-03-11","fed","13:30:00",29279,"26500",TRUE,"Dexamethasone"
"408",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Grip Strength (4 Paw)","2015-03-11","fed","13:30:00",29330,"2230,2160,2450,2560,2920",TRUE,"Dexamethasone"
"409",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Total Fat Mass","2015-03-11","fed","13:30:00",29558,"2600",TRUE,"Dexamethasone"
"410",149,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Lean Mass","2015-03-11","fed","13:30:00",29560,"23260",TRUE,"Dexamethasone"
"411",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Grip Strength (4 Paw)","2015-03-17","fed","12:00:00",29998,"2160,2110,2110,2040,2390",TRUE,"Dexamethasone"
"412",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Total Fat Mass","2015-03-17","fed","12:00:00",30092,"2120",TRUE,"Dexamethasone"
"413",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Lean Mass","2015-03-17","fed","12:00:00",30093,"22190",TRUE,"Dexamethasone"
"414",155,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Body Weight","2015-03-17","fed","12:00:00",30125,"25200",TRUE,"Dexamethasone"
"415",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Body Weight","2015-03-24","fed","15:30:00",31261,"24000",TRUE,"Dexamethasone"
"416",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Total Fat Mass","2015-03-24","fed","15:30:00",31326,"2340",TRUE,"Dexamethasone"
"417",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Lean Mass","2015-03-24","fed","15:30:00",31327,"20870",TRUE,"Dexamethasone"
"418",162,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Grip Strength (4 Paw)","2015-03-24","fed","15:30:00",31349,"1890,1160,1750,1750,2060",TRUE,"Dexamethasone"
"419",169,FALSE,"C57BL/6J","Sacrificed","2015-04-22","M","+/+",3050,191,8084,"C57BL/6J","Body Weight","2015-03-31","fed","15:30:00",32251,"22900",TRUE,"Dexamethasone"
