"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.time","experiment.fasting_time","animal.Death","Dexamethasone","Treatment"
"649",71,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2014-10-21","fed",15867,"20100",NA,NA,NA,FALSE,"Water"
"650",71,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15868,"1200",NA,NA,NA,FALSE,"Water"
"651",71,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2014-10-21","fed",15869,"18340",NA,NA,NA,FALSE,"Water"
"652",67,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2014-10-17","fed",15988,"23250",NA,NA,NA,FALSE,"Water"
"653",67,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15989,"2300",NA,NA,NA,FALSE,"Water"
"654",67,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2014-10-17","fed",15990,"20240",NA,NA,NA,FALSE,"Water"
"655",70,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2014-10-20","fed",16015,"21400",NA,NA,NA,FALSE,"Water"
"656",70,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16016,"1740",NA,NA,NA,FALSE,"Water"
"657",70,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2014-10-20","fed",16017,"19120",NA,NA,NA,FALSE,"Water"
"658",85,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2014-11-04","fed",16942,"25900",NA,NA,NA,FALSE,"Water"
"659",85,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16943,"4500",NA,NA,NA,FALSE,"Water"
"660",85,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2014-11-04","fed",16944,"20860",NA,NA,NA,FALSE,"Water"
"661",99,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2014-11-18","fed",18628,"28700",NA,NA,NA,FALSE,"Water"
"662",99,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18629,"5860",NA,NA,NA,FALSE,"Water"
"663",99,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2014-11-18","fed",18630,"21800",NA,NA,NA,FALSE,"Water"
"664",115,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2014-12-04","fed",19641,"31300",NA,NA,NA,FALSE,"Water"
"665",115,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19642,"6720",NA,NA,NA,FALSE,"Water"
"666",115,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2014-12-04","fed",19643,"23800",NA,NA,NA,FALSE,"Water"
"667",127,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2014-12-16","fed",20776,"32800",NA,NA,NA,FALSE,"Water"
"668",127,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20777,"8810",NA,NA,NA,FALSE,"Water"
"669",127,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2014-12-16","fed",20778,"23360",NA,NA,NA,FALSE,"Water"
"670",141,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2014-12-30","fed",21195,"34400",NA,NA,NA,FALSE,"Water"
"671",141,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21196,"10320",NA,NA,NA,FALSE,"Water"
"672",141,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2014-12-30","fed",21197,"23460",NA,NA,NA,FALSE,"Water"
"673",155,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2015-01-13","fed",22757,"38400",NA,NA,NA,FALSE,"Water"
"674",155,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22758,"13740",NA,NA,NA,FALSE,"Water"
"675",155,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2015-01-13","fed",22759,"23950",NA,NA,NA,FALSE,"Water"
"676",158,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2015-01-16","fed",23169,"39500",NA,NA,NA,FALSE,"Water"
"677",158,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23193,"14550",NA,NA,NA,FALSE,"Water"
"678",158,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2015-01-16","fed",23217,"24260",NA,NA,NA,FALSE,"Water"
"679",161,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2015-01-19","fed",23364,"36000","16:30:00",NA,NA,FALSE,"Water"
"680",161,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23556,"11850","16:30:00",NA,NA,FALSE,"Water"
"681",161,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2015-01-19","fed",23557,"23290","16:30:00",NA,NA,FALSE,"Water"
"682",168,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2015-01-26","fed",23766,"36450",NA,NA,NA,FALSE,"Water"
"683",168,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23789,"11550",NA,NA,NA,FALSE,"Water"
"684",168,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2015-01-26","fed",23813,"24460",NA,NA,NA,FALSE,"Water"
"685",161,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23842,"1570,2330,2040,2420,2120","16:30:00",NA,NA,FALSE,"Water"
"686",168,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23861,"3490,3180,2990,3370,2750",NA,NA,NA,FALSE,"Water"
"687",175,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2015-02-02","fed",24505,"38900",NA,NA,NA,FALSE,"Water"
"688",175,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24514,"13530",NA,NA,NA,FALSE,"Water"
"689",175,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2015-02-02","fed",24538,"24380",NA,NA,NA,FALSE,"Water"
"690",175,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24565,"2090,2280,2270,2240,2190",NA,NA,NA,FALSE,"Water"
"691",182,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25437,"14640",NA,NA,NA,FALSE,"Water"
"692",182,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2015-02-09","fed",25461,"24470",NA,NA,NA,FALSE,"Water"
"693",182,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2015-02-09","fed",25485,"39700",NA,NA,NA,FALSE,"Water"
"694",184,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25701,"220,81,68,44,25,20,20,20,20","14:30:00",6,NA,FALSE,"Water"
"695",189,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2015-02-16","fed",25999,"15300","16:00:00",NA,NA,FALSE,"Water"
"696",189,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2015-02-16","fed",26000,"24090","16:00:00",NA,NA,FALSE,"Water"
"697",189,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2015-02-16","fed",26001,"40000","16:00:00",NA,NA,FALSE,"Water"
"698",189,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26069,"2870,3290,2710,2800,2230","16:00:00",NA,NA,FALSE,"Water"
"699",196,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Body Weight","2015-02-23","fed",26683,"41800","16:00:00",NA,NA,FALSE,"Water"
"700",196,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26748,"16570","16:00:00",NA,NA,FALSE,"Water"
"701",196,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Lean Mass","2015-02-23","fed",26750,"24630","16:00:00",NA,NA,FALSE,"Water"
"702",196,TRUE,"C57BL/6J","","M","+/+",1752,197,7015,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26818,"3270,2220,2570,2810,2970","16:00:00",NA,NA,FALSE,"Water"
"703",71,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-10-21","fed",15858,"21900",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"704",71,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15859,"1960",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"705",71,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-10-21","fed",15860,"19290",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"706",67,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-10-17","fed",15991,"21910",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"707",67,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15992,"2590",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"708",67,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-10-17","fed",15993,"18710",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"709",70,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-10-20","fed",16006,"21700",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"710",70,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16007,"2070",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"711",70,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-10-20","fed",16008,"19170",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"712",85,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-11-04","fed",16945,"24800",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"713",85,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16946,"4410",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"714",85,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-11-04","fed",16947,"19650",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"715",99,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-11-18","fed",18631,"28100",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"716",99,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18632,"5890",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"717",99,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-11-18","fed",18633,"21470",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"718",115,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-12-04","fed",19644,"29000",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"719",115,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19645,"6360",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"720",115,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-12-04","fed",19646,"22040",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"721",127,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-12-16","fed",20779,"30100",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"722",127,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20780,"7520",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"723",127,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-12-16","fed",20781,"21820",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"724",141,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2014-12-30","fed",21198,"32500",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"725",141,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21199,"9630",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"726",141,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2014-12-30","fed",21200,"22110",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"727",155,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-01-13","fed",22760,"34600",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"728",155,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22761,"11510",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"729",155,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-01-13","fed",22762,"22580",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"730",158,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-01-16","fed",23170,"35800",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"731",158,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23194,"12470",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"732",158,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-01-16","fed",23218,"22540",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"733",161,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-01-19","fed",23365,"33400","16:30:00",NA,"2015-02-19",TRUE,"Dexamethasone"
"734",161,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23558,"10310","16:30:00",NA,"2015-02-19",TRUE,"Dexamethasone"
"735",161,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-01-19","fed",23559,"22180","16:30:00",NA,"2015-02-19",TRUE,"Dexamethasone"
"736",168,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-01-26","fed",23778,"34000",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"737",168,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23802,"11160",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"738",168,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-01-26","fed",23826,"24170",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"739",161,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23843,"2410,2240,2390,2530,1990","16:30:00",NA,"2015-02-19",TRUE,"Dexamethasone"
"740",168,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23871,"3540,2980,3100,2580,2470",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"741",175,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-02-02","fed",24493,"33600",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"742",175,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24529,"12020",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"743",175,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-02-02","fed",24553,"20470",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"744",175,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24577,"1940,1730,1580,1810,1760",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"745",182,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25453,"11940",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"746",182,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-02-09","fed",25477,"20180",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"747",182,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-02-09","fed",25501,"33100",NA,NA,"2015-02-19",TRUE,"Dexamethasone"
"748",184,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25751,"408,504,377,370,411,424,484,520,467","14:30:00",6,"2015-02-19",TRUE,"Dexamethasone"
"749",189,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26037,"8510","16:00:00",NA,"2015-02-19",TRUE,"Dexamethasone"
"750",189,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Lean Mass","2015-02-16","fed",26038,"17730","16:00:00",NA,"2015-02-19",TRUE,"Dexamethasone"
"751",189,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Body Weight","2015-02-16","fed",26039,"27600","16:00:00",NA,"2015-02-19",TRUE,"Dexamethasone"
"752",189,FALSE,"C57BL/6J","Unknown","M","+/+",1753,192,7016,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26082,"1780,1440,1490,1340,1750","16:00:00",NA,"2015-02-19",TRUE,"Dexamethasone"
"753",71,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2014-10-21","fed",15855,"22200",NA,NA,NA,TRUE,"Dexamethasone"
"754",71,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15856,"1710",NA,NA,NA,TRUE,"Dexamethasone"
"755",71,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2014-10-21","fed",15857,"20290",NA,NA,NA,TRUE,"Dexamethasone"
"756",67,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2014-10-17","fed",15994,"23000",NA,NA,NA,TRUE,"Dexamethasone"
"757",67,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15995,"2320",NA,NA,NA,TRUE,"Dexamethasone"
"758",67,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2014-10-17","fed",15996,"20090",NA,NA,NA,TRUE,"Dexamethasone"
"759",70,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2014-10-20","fed",16003,"22700",NA,NA,NA,TRUE,"Dexamethasone"
"760",70,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16004,"1750",NA,NA,NA,TRUE,"Dexamethasone"
"761",70,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2014-10-20","fed",16005,"20600",NA,NA,NA,TRUE,"Dexamethasone"
"762",85,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2014-11-04","fed",16948,"25400",NA,NA,NA,TRUE,"Dexamethasone"
"763",85,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16991,"4410",NA,NA,NA,TRUE,"Dexamethasone"
"764",85,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2014-11-04","fed",16992,"20470",NA,NA,NA,TRUE,"Dexamethasone"
"765",99,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2014-11-18","fed",18634,"28200",NA,NA,NA,TRUE,"Dexamethasone"
"766",99,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18635,"6020",NA,NA,NA,TRUE,"Dexamethasone"
"767",99,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2014-11-18","fed",18636,"21540",NA,NA,NA,TRUE,"Dexamethasone"
"768",115,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2014-12-04","fed",19647,"29600",NA,NA,NA,TRUE,"Dexamethasone"
"769",115,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19648,"6830",NA,NA,NA,TRUE,"Dexamethasone"
"770",115,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2014-12-04","fed",19649,"22190",NA,NA,NA,TRUE,"Dexamethasone"
"771",127,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2014-12-16","fed",20782,"30900",NA,NA,NA,TRUE,"Dexamethasone"
"772",127,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20783,"8330",NA,NA,NA,TRUE,"Dexamethasone"
"773",127,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2014-12-16","fed",20784,"21990",NA,NA,NA,TRUE,"Dexamethasone"
"774",141,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2014-12-30","fed",21201,"33800",NA,NA,NA,TRUE,"Dexamethasone"
"775",141,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21202,"10360",NA,NA,NA,TRUE,"Dexamethasone"
"776",141,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2014-12-30","fed",21203,"22500",NA,NA,NA,TRUE,"Dexamethasone"
"777",141,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2014-12-30","fed",21204,"35000",NA,NA,NA,TRUE,"Dexamethasone"
"778",141,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21205,"8790",NA,NA,NA,TRUE,"Dexamethasone"
"779",141,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2014-12-30","fed",21206,"25550",NA,NA,NA,TRUE,"Dexamethasone"
"780",155,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2015-01-13","fed",22763,"35600",NA,NA,NA,TRUE,"Dexamethasone"
"781",155,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22764,"12090",NA,NA,NA,TRUE,"Dexamethasone"
"782",155,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2015-01-13","fed",22765,"22990",NA,NA,NA,TRUE,"Dexamethasone"
"783",158,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2015-01-16","fed",23171,"37000",NA,NA,NA,TRUE,"Dexamethasone"
"784",158,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23195,"13130",NA,NA,NA,TRUE,"Dexamethasone"
"785",158,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2015-01-16","fed",23219,"23200",NA,NA,NA,TRUE,"Dexamethasone"
"786",161,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2015-01-19","fed",23366,"33300","16:30:00",NA,NA,TRUE,"Dexamethasone"
"787",161,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23560,"10530","16:30:00",NA,NA,TRUE,"Dexamethasone"
"788",161,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2015-01-19","fed",23561,"22080","16:30:00",NA,NA,TRUE,"Dexamethasone"
"789",168,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2015-01-26","fed",23779,"32310",NA,NA,NA,TRUE,"Dexamethasone"
"790",168,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23806,"9620",NA,NA,NA,TRUE,"Dexamethasone"
"791",168,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Lean Mass","2015-01-26","fed",23830,"21680",NA,NA,NA,TRUE,"Dexamethasone"
"792",161,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23844,"1950,2580,2130,2270,3040","16:30:00",NA,NA,TRUE,"Dexamethasone"
"793",168,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23877,"2880,3000,2970,3140,3280",NA,NA,NA,TRUE,"Dexamethasone"
"794",175,TRUE,"C57BL/6J","","M","+/+",1754,197,7017,"C57BL/6J","Body Weight","2015-02-02","fed",24494,"33200",NA,NA,NA,TRUE,"Dexamethasone"
