peak	MA0102.5	MA0113.4	MA0148.5	MA0466.4	MA0480.3	MA2323.1	MA2327.1
chr6:147944684-147945184	0	0	0	0	0	0	0
chr6:148955873-148956373	0	0	0	0	0	0	0
chr7:34693055-34693555	0	1	0	0	0	1	0
chr7:40258372-40258872	1	0	0	0	0	0	0
chr7:40261978-40262478	0	2	0	0	0	0	0
chr7:45439120-45439620	0	0	0	0	0	0	0
chr7:45575404-45575904	0	0	0	0	0	0	0
chr7:65891933-65892433	0	0	0	0	0	0	0
chr7:65902400-65902900	0	0	0	0	0	0	0
chr7:66118965-66119465	0	0	0	0	0	2	0
chr7:67479410-67479910	0	0	0	0	0	0	0
chr7:68374046-68374546	0	0	0	0	0	0	0
chr7:70331753-70332253	0	0	0	0	0	0	0
chr7:70346150-70346650	1	0	0	0	0	0	0
chr7:70350266-70350766	1	0	0	2	0	0	0
chr7:70357055-70357555	0	0	0	0	0	0	0
chr7:70365239-70365739	1	0	0	0	0	0	0
chr7:70369715-70370215	0	0	0	0	0	0	0
chr7:71409158-71409658	0	0	0	0	0	4	0
chr7:71411605-71412105	1	0	0	2	0	0	0
chr7:72513150-72513650	0	0	0	0	0	2	0
chr7:73330847-73331347	0	2	0	0	0	2	2
chr7:73338283-73338783	0	0	0	0	0	0	0
chr7:78450398-78450898	0	0	0	0	0	0	0
chr7:78571191-78571691	0	0	0	0	0	0	0
chr7:78605709-78606209	0	0	1	0	1	0	0
chr7:78620165-78620665	0	0	0	0	0	0	0
chr7:78958495-78958995	0	4	0	0	0	0	0
chr7:80457321-80457821	0	0	0	0	0	0	0
chr7:81132318-81132818	0	0	0	0	0	0	2
chr7:83828012-83828512	0	0	0	0	0	0	0
chr7:84618266-84618766	0	0	1	0	1	0	0
chr7:88310747-88311247	2	0	0	0	0	0	0
chr7:88314212-88314712	0	0	1	0	1	0	0
chr7:96552559-96553059	0	0	0	0	0	0	0
chr7:97351529-97352029	0	0	0	0	0	0	0
chr7:97411641-97412141	0	0	0	0	0	0	0
chr7:97418004-97418504	0	0	0	0	0	0	0
chr7:97420807-97421307	0	0	0	0	0	0	0
chr7:98385218-98385718	0	0	1	0	1	0	0
chr7:99664903-99665403	0	0	0	0	0	0	0
chr7:99694057-99694557	0	0	0	0	0	0	0
chr7:99695334-99695834	0	0	0	0	0	1	0
chr7:99699938-99700438	0	0	0	0	0	0	0
chr7:110708109-110708609	0	2	0	2	0	1	2
chr7:110950125-110950625	0	0	0	0	0	0	0
chr7:111163194-111163694	0	0	0	0	0	0	0
chr7:112656265-112656765	0	0	0	0	0	0	0
chr7:113765974-113766474	0	0	0	0	0	0	0
chr7:113890788-113891288	0	0	0	0	0	0	0
chr7:115920391-115920891	0	0	0	0	0	0	0
chr7:115939423-115939923	2	2	1	0	1	1	0
chr7:119748933-119749433	1	0	0	0	0	0	0
chr7:119912366-119912866	0	0	0	0	0	0	0
chr7:120849858-120850358	0	0	0	2	0	0	0
chr7:121966153-121966653	0	0	0	0	0	0	0
chr7:125500259-125500759	0	2	0	0	0	1	2
chr7:127816067-127816567	0	0	0	0	0	0	0
chr7:127908540-127909040	0	0	0	0	0	0	0
chr7:129847083-129847583	0	0	0	0	0	0	0
chr7:129876343-129876843	0	1	0	0	0	2	0
chr7:129918372-129918872	0	2	0	0	0	0	0
chr7:130935425-130935925	0	2	0	0	0	3	0
chr7:131012001-131012501	0	0	0	0	0	0	0
chr7:132223334-132223834	0	0	0	0	0	0	0
chr7:135900617-135901117	0	0	0	0	0	2	0
chr7:137443016-137443516	0	0	0	0	0	0	0
chr7:137490705-137491205	1	2	0	0	0	2	2
chr7:137530412-137530912	1	0	0	0	0	1	0
chr7:137535141-137535641	0	2	0	0	0	2	0
chr7:137536674-137537174	0	0	0	0	0	0	0
chr7:140710614-140711114	0	0	0	0	0	0	0
chr7:140717654-140718154	0	0	0	0	0	0	0
chr7:140748584-140749084	1	0	0	0	0	0	0
chr7:140763907-140764407	0	0	0	0	0	0	0
chr7:140766031-140766531	0	0	0	0	0	0	0
chr7:141121074-141121574	0	0	0	0	0	0	0
chr7:143755115-143755615	0	2	0	0	0	2	0
chr7:143943105-143943605	0	0	0	0	0	0	0
chr8:4242641-4243141	0	0	0	0	0	1	0
chr8:12842831-12843331	0	0	0	0	0	0	0
chr8:13506780-13507280	0	0	0	0	0	0	2
chr8:13517380-13517880	0	0	0	0	0	0	0
chr8:13521353-13521853	0	0	0	0	0	0	0
chr8:13529895-13530395	0	0	0	0	0	0	0
chr8:13594941-13595441	0	0	0	0	0	0	0
chr8:26590377-26590877	0	0	0	0	0	0	0
chr8:34589596-34590096	0	0	0	0	0	0	0
chr8:34698013-34698513	0	1	1	0	1	2	0
chr8:36378048-36378548	1	0	0	0	0	0	0
chr8:46419459-46419959	0	0	0	0	0	0	0
chr8:46433676-46434176	0	0	0	0	0	0	0
chr8:46436531-46437031	0	0	0	0	0	0	0
chr8:46715832-46716332	0	0	1	0	1	2	0
chr8:46719890-46720390	0	0	0	0	0	0	0
chr8:46732815-46733315	0	0	0	0	0	0	0
chr8:47362697-47363197	0	0	0	0	0	1	0
chr8:64923204-64923704	1	0	0	0	0	2	0
chr8:80263288-80263788	0	0	0	0	0	0	0
chr8:82665027-82665527	0	0	0	0	0	0	0
chr8:82669410-82669910	0	0	0	0	0	0	0
chr8:82673020-82673520	0	0	0	0	0	0	0
chr8:84723222-84723722	0	0	0	0	0	0	0
chr8:86301882-86302382	1	1	0	0	0	0	0
chr8:87308306-87308806	0	2	0	0	0	2	2
chr8:87314449-87314949	0	0	0	0	0	0	0
chr8:89111678-89112178	1	0	0	0	0	0	2
chr8:91529498-91529998	0	0	0	0	0	0	0
chr8:93279308-93279808	0	0	0	0	0	0	0
chr8:95165755-95166255	0	0	0	0	0	0	0
chr8:105152826-105153326	0	0	0	0	0	0	0
chr8:105453868-105454368	0	0	0	0	0	0	0
chr8:105743179-105743679	0	0	0	0	0	0	0
chr8:105745696-105746196	0	0	0	0	0	0	0
chr8:105768764-105769264	0	0	1	0	1	0	0
chr8:110816930-110817430	0	0	0	0	0	0	0
chr8:115486251-115486751	0	1	0	0	0	0	0
chr8:118713357-118713857	0	0	1	0	1	0	0
chr8:118755575-118756075	1	0	0	1	0	0	0
chr8:120004198-120004698	0	2	0	0	0	2	2
chr8:120029796-120030296	0	0	0	0	0	0	0
chr8:120036712-120037212	1	0	0	0	0	0	0
chr8:120046154-120046654	0	0	0	0	0	0	0
chr8:120062658-120063158	0	0	0	0	0	0	0
chr8:120071986-120072486	0	0	0	0	0	0	0
chr8:121164100-121164600	0	2	0	0	0	1	0
chr8:121213036-121213536	0	0	0	0	0	1	0
chr8:121681129-121681629	0	0	0	0	0	0	0
chr8:121695477-121695977	1	0	0	0	0	0	0
chr8:121999225-121999725	0	0	0	0	0	0	0
chr8:122047126-122047626	0	2	0	0	0	2	2
chr8:122078730-122079230	0	0	0	0	0	0	0
chr8:122112228-122112728	0	2	0	0	0	2	2
chr8:122134070-122134570	0	0	0	0	0	0	0
chr8:122807651-122808151	0	0	0	0	0	0	0
chr8:123162549-123163049	0	0	0	0	0	0	0
chr8:123702126-123702626	0	0	0	2	0	0	0
chr8:124569612-124570112	0	0	0	0	0	0	0
chr8:124584075-124584575	0	0	0	0	0	0	0
chr8:126815053-126815553	0	0	0	0	0	0	0
chr8:126894994-126895494	0	0	0	0	0	0	0
chr8:126907252-126907752	0	0	0	0	0	0	2
chr8:126909059-126909559	0	0	0	0	0	0	0
chr8:126913322-126913822	0	0	0	0	0	0	0
chr9:21831112-21831612	0	0	0	0	0	0	0
chr9:21835239-21835739	1	0	0	0	0	0	0
chr9:25460889-25461389	0	0	0	0	0	0	0
chr9:30228036-30228536	2	1	1	0	1	2	0
chr9:30803527-30804027	0	0	1	0	1	0	0
chr9:30808986-30809486	0	2	0	0	0	0	0
chr9:30852321-30852821	2	0	0	0	0	0	0
chr9:31564980-31565480	0	0	0	0	0	0	0
chr9:31644073-31644573	0	0	0	0	0	1	0
chr9:35045659-35046159	0	0	0	0	0	0	0
chr9:35125843-35126343	1	2	0	0	0	2	0
chr9:35162921-35163421	0	0	0	0	0	0	0
chr9:40699877-40700377	0	0	0	0	0	0	0
chr9:42194202-42194702	0	0	0	0	0	0	0
chr9:42196534-42197034	0	0	0	0	0	0	0
chr9:42206642-42207142	0	0	0	0	0	0	0
chr9:42217605-42218105	1	0	0	0	0	2	0
chr9:44078671-44079171	0	2	0	0	0	2	0
chr9:44085935-44086435	0	0	1	0	1	0	2
chr9:45150217-45150717	0	0	0	0	0	1	0
chr9:45198445-45198945	1	0	0	0	0	0	0
chr9:45317821-45318321	0	0	0	0	0	0	0
chr9:45958182-45958682	0	0	0	0	0	0	0
chr9:45959611-45960111	0	0	0	2	0	0	0
chr9:46146618-46147118	0	0	0	0	0	0	0
chr9:48834090-48834590	0	0	0	0	0	1	0
chr9:49964387-49964887	0	0	0	0	0	0	0
chr9:50697960-50698460	0	0	0	0	0	0	0
chr9:55246491-55246991	0	0	0	0	0	0	4
chr9:55250510-55251010	0	0	0	0	0	1	0
chr9:55283239-55283739	0	0	0	0	0	0	0
chr9:58315066-58315566	0	0	0	0	0	0	0
chr9:61169394-61169894	1	0	0	2	0	1	0
chr9:61596339-61596839	0	0	0	0	0	0	0
chr9:61810626-61811126	0	0	1	0	1	0	0
chr9:61906587-61907087	0	0	0	0	0	2	0
chr9:62452716-62453216	0	0	1	0	1	0	0
chr9:62461560-62462060	1	0	0	0	0	0	0
chr9:62526441-62526941	0	1	0	0	0	1	0
chr9:62531972-62532472	0	0	0	0	0	0	0
chr9:64806734-64807234	1	0	0	0	0	0	0
chr9:65382584-65383084	0	0	0	0	0	0	0
chr9:65657399-65657899	0	0	0	0	0	0	0
chr9:66206236-66206736	1	0	0	2	0	1	0
chr9:67831845-67832345	0	0	0	0	0	1	0
chr9:74045662-74046162	0	0	0	0	0	0	0
chr9:74049633-74050133	0	0	0	0	0	0	0
chr9:74915830-74916330	0	0	0	0	0	0	0
chr9:76843002-76843502	1	0	1	0	1	0	2
chr9:77838316-77838816	0	0	0	0	0	0	0
chr9:78520887-78521387	0	0	0	0	0	0	0
chr9:84093636-84094136	0	0	0	0	0	0	0
chr9:84480814-84481314	1	0	0	0	0	0	0
chr9:85327733-85328233	0	0	0	0	0	0	0
chr9:85337940-85338440	1	0	0	2	0	2	0
chr9:85343136-85343636	1	0	0	0	0	0	0
chr9:85347697-85348197	0	0	0	0	0	1	0
chr9:85355063-85355563	0	0	0	0	0	0	0
chr9:85407948-85408448	0	0	0	0	0	0	0
chr9:85545655-85546155	0	2	0	0	0	2	0
chr9:86594262-86594762	0	0	0	0	0	0	0
chr9:86605497-86605997	0	0	0	0	0	0	0
chr9:92207565-92208065	0	0	0	0	0	0	0
chr9:98018777-98019277	0	2	0	0	0	0	0
chr9:98805381-98805881	1	0	0	0	0	0	0
chr9:99171176-99171676	0	0	0	0	0	0	0
chr9:100419347-100419847	1	0	0	0	0	0	0
chr9:107296469-107296969	0	0	0	0	0	0	0
chr9:107305798-107306298	0	0	0	0	0	0	0
chr9:107307805-107308305	1	0	0	0	0	0	0
chr9:107325378-107325878	0	0	0	0	0	0	0
chr9:110758714-110759214	0	0	0	0	0	0	0
chr9:110765531-110766031	0	0	0	0	0	0	0
chr9:116136469-116136969	0	0	0	0	0	0	0
chr9:116150938-116151438	0	0	0	0	0	0	0
chr9:116178208-116178708	1	0	0	0	0	0	0
chr9:116183102-116183602	0	0	0	0	0	0	0
chr9:116278209-116278709	0	0	0	0	0	0	0
chr9:116324037-116324537	1	0	0	0	0	0	0
chr9:122353188-122353688	0	0	0	0	0	0	0
chr9:122357175-122357675	2	0	0	2	0	0	0
chr9:122378357-122378857	0	0	1	0	1	0	0
chr9:122635391-122635891	0	0	0	0	0	0	0
chrX:36989241-36989741	0	0	0	0	0	0	0
chrX:48022539-48023039	0	0	0	0	0	0	0
chrX:48029330-48029830	1	0	0	0	0	2	0
chrX:48104789-48105289	0	0	0	0	0	0	0
chrX:48106406-48106906	0	1	0	0	0	2	2
chrX:56455110-56455610	0	0	1	0	1	0	0
chrX:71051374-71051874	0	0	0	0	0	0	0
chrX:72992272-72992772	0	0	0	0	0	0	0
chrX:93307820-93308320	0	0	0	0	0	2	0
chrX:96049052-96049552	0	0	0	0	0	0	0
chrX:99432355-99432855	0	0	0	0	0	0	0
chrX:99602177-99602677	0	0	0	0	0	0	0
chrX:99605021-99605521	0	0	0	0	0	0	0
chrX:99609249-99609749	0	0	0	0	0	0	0
chrX:101419978-101420478	0	0	0	0	0	0	0
chrX:102004025-102004525	0	0	0	0	0	0	0
chrX:102005443-102005943	0	0	0	0	0	0	0
chrX:134342325-134342825	0	0	0	0	0	0	0
chrX:137920624-137921124	0	0	0	0	0	0	0
chrX:137926849-137927349	0	0	0	0	0	0	0
chrX:160147105-160147605	1	0	0	0	0	0	0
chrX:160385144-160385644	1	2	0	2	0	0	0
chrX:160390891-160391391	0	0	0	0	0	0	0
chrX:161435615-161436115	0	0	0	0	0	0	0
chrX:161487824-161488324	0	0	0	2	0	0	0
